 Mach Number             (Cl)alpha - Rocket      (Cl)alpha - Nose/Body   (Cl)alpha - Wing        (Cl)alpha - Body-Wing   *                      
 1.33930000000000E+0000  9.94586697809171E+0000  3.05354432643631E+0000  4.87311407408485E+0000  2.01920857757055E+0000  0.00000000000000E+0000 
 1.36200000000000E+0000  9.75292118085054E+0000  3.04814130535392E+0000  4.74051474753231E+0000  1.96426512796431E+0000  0.00000000000000E+0000 
 1.38470000000000E+0000  9.57931904080610E+0000  3.04364981723748E+0000  4.62094757988237E+0000  1.91472164368625E+0000  0.00000000000000E+0000 
 1.40740000000000E+0000  9.42281833782860E+0000  3.03998923518564E+0000  4.51288424883840E+0000  1.86994485380456E+0000  0.00000000000000E+0000 
 1.43010000000000E+0000  9.28148301364569E+0000  3.03709168232714E+0000  4.41500388456615E+0000  1.82938744675240E+0000  0.00000000000000E+0000 
 1.45280000000000E+0000  9.15362509334886E+0000  3.03489950983247E+0000  4.32615378929413E+0000  1.79257179422226E+0000  0.00000000000000E+0000 
 1.47550000000000E+0000  9.03775999292429E+0000  3.03336336495173E+0000  4.24531920413404E+0000  1.75907742383852E+0000  0.00000000000000E+0000 
 1.49820000000000E+0000  8.93257166148690E+0000  3.03244069176032E+0000  4.17159972344197E+0000  1.72853124628461E+0000  0.00000000000000E+0000 
 1.52090000000000E+0000  8.83688506382275E+0000  3.03209455390313E+0000  4.10419067137105E+0000  1.70059983854857E+0000  0.00000000000000E+0000 
 1.54360000000000E+0000  8.77041286728589E+0000  3.03229270017086E+0000  4.04236823552469E+0000  1.69575193159035E+0000  0.00000000000000E+0000 
 1.56630000000000E+0000  8.72099712225609E+0000  3.03300681545922E+0000  3.98547748195538E+0000  1.70251282484150E+0000  0.00000000000000E+0000 
 1.58900000000000E+0000  8.66711174367743E+0000  3.03421191485390E+0000  3.93292260566471E+0000  1.69997722315883E+0000  0.00000000000000E+0000 
 1.61170000000000E+0000  8.60817050948532E+0000  3.03588584936846E+0000  3.88415893388459E+0000  1.68812572623227E+0000  0.00000000000000E+0000 
 1.63440000000000E+0000  8.54360485019147E+0000  3.03800889962257E+0000  3.83868631688270E+0000  1.66690963368620E+0000  0.00000000000000E+0000 
 1.65710000000000E+0000  8.47284628716950E+0000  3.04056343940250E+0000  3.79604362677066E+0000  1.63623922099634E+0000  0.00000000000000E+0000 
 1.67980000000000E+0000  8.39530229561346E+0000  3.04353365521511E+0000  3.75580414815554E+0000  1.59596449224281E+0000  0.00000000000000E+0000 
 1.70250000000000E+0000  8.31032084677799E+0000  3.04690531105330E+0000  3.71757169184311E+0000  1.54584384388158E+0000  0.00000000000000E+0000 
 1.72520000000000E+0000  8.21713443395915E+0000  3.05066554993102E+0000  3.68097729859071E+0000  1.48549158543742E+0000  0.00000000000000E+0000 
 1.74790000000000E+0000  8.07024377330786E+0000  3.05480272552367E+0000  3.60018360746039E+0000  1.41525744032381E+0000  0.00000000000000E+0000 
 1.77060000000000E+0000  8.00036476280493E+0000  3.05930625861390E+0000  3.59265563753964E+0000  1.34840286665139E+0000  0.00000000000000E+0000 
 1.79330000000000E+0000  7.92782774977759E+0000  3.06416651409730E+0000  3.58414187943312E+0000  1.27951935624716E+0000  0.00000000000000E+0000 
 1.81600000000000E+0000  7.85046007666184E+0000  3.06937469512430E+0000  3.57470557855434E+0000  1.20637980298320E+0000  0.00000000000000E+0000 
 1.83870000000000E+0000  7.76277933988092E+0000  3.07492275160035E+0000  3.56440782968504E+0000  1.12344875859553E+0000  0.00000000000000E+0000 
 1.86140000000000E+0000  7.62720372007081E+0000  3.08080330077649E+0000  3.55330799456192E+0000  9.93092424732398E-0001  0.00000000000000E+0000 
 1.88410000000000E+0000  7.56567291380939E+0000  3.08700955806856E+0000  3.54146379043690E+0000  9.37199565303924E-0001  0.00000000000000E+0000 
 1.90680000000000E+0000  7.57507348488601E+0000  3.13437958173484E+0000  3.52893121389638E+0000  9.11762689254797E-0001  0.00000000000000E+0000 
 1.92950000000000E+0000  7.54516248661938E+0000  3.14196488145785E+0000  3.51576439683237E+0000  8.87433208329162E-0001  0.00000000000000E+0000 
 1.95220000000000E+0000  7.51572452725395E+0000  3.14956697684059E+0000  3.50201544965723E+0000  8.64142100756132E-0001  0.00000000000000E+0000 
 1.97490000000000E+0000  7.48674310956816E+0000  3.15718272296823E+0000  3.48773432118194E+0000  8.41826065417988E-0001  0.00000000000000E+0000 
 1.99760000000000E+0000  7.45820475469037E+0000  3.16480913874471E+0000  3.47296868906066E+0000  8.20426926885001E-0001  0.00000000000000E+0000 
 2.02030000000000E+0000  7.43009839107277E+0000  3.17244339089138E+0000  3.45776388556022E+0000  7.99891114621163E-0001  0.00000000000000E+0000 
 2.04300000000000E+0000  7.40241484370694E+0000  3.18008277981040E+0000  3.44216285824297E+0000  7.80169205653565E-0001  0.00000000000000E+0000 
 2.06570000000000E+0000  7.37514641123569E+0000  3.18772472706215E+0000  3.42620616243017E+0000  7.61215521743367E-0001  0.00000000000000E+0000 
 2.08840000000000E+0000  7.34828651884888E+0000  3.19536676424400E+0000  3.40993198107863E+0000  7.42987773526254E-0001  0.00000000000000E+0000 
 2.11110000000000E+0000  7.32182943569998E+0000  3.20300652308932E+0000  3.39337616734347E+0000  7.25446745267192E-0001  0.00000000000000E+0000 
 2.13380000000000E+0000  7.29577004671524E+0000  3.21064172663205E+0000  3.37657230523606E+0000  7.08556014847133E-0001  0.00000000000000E+0000 
 2.15650000000000E+0000  7.27010366989064E+0000  3.21827018130427E+0000  3.35955178417957E+0000  6.92281704406810E-0001  0.00000000000000E+0000 
 2.17920000000000E+0000  7.24482591137237E+0000  3.22588976985286E+0000  3.34234388377383E+0000  6.76592257745686E-0001  0.00000000000000E+0000 
 2.20190000000000E+0000  7.21993255173306E+0000  3.23349844497698E+0000  3.32497586561906E+0000  6.61458241137024E-0001  0.00000000000000E+0000 
 2.22460000000000E+0000  7.19541945786255E+0000  3.24109422360153E+0000  3.30747306956840E+0000  6.46852164692616E-0001  0.00000000000000E+0000 
 2.24730000000000E+0000  7.17128251577746E+0000  3.24867518171294E+0000  3.28985901225562E+0000  6.32748321808899E-0001  0.00000000000000E+0000 
 2.27000000000000E+0000  7.14751758042289E+0000  3.25623944969334E+0000  3.27215548616679E+0000  6.19122644562764E-0001  0.00000000000000E+0000 
