 Mach Number             (X)cp - Rocket          (X)cp - Nose/Body       (X)cp - Wing            (X)cp - Body-Wing       (X)cp - Wing-Tail      
 9.76100000000000E-0001  4.50647614521343E+0003  1.61906556318565E+0003  5.76346442864497E+0003  5.75049196632074E+0003  0.00000000000000E+0000 
 9.98800000000000E-0001  4.52089599441121E+0003  1.75842252655939E+0003  5.75573061552468E+0003  5.74395084142821E+0003  0.00000000000000E+0000 
 1.02150000000000E+0000  4.56264738874824E+0003  1.89803137653524E+0003  5.77337023569370E+0003  5.85912129181053E+0003  0.00000000000000E+0000 
 1.04420000000000E+0000  4.59992152572426E+0003  2.04378113231591E+0003  5.78022959962278E+0003  5.85921542238980E+0003  0.00000000000000E+0000 
 1.06690000000000E+0000  4.64797922028819E+0003  2.04233537936644E+0003  5.78491560264755E+0003  5.85927326724078E+0003  0.00000000000000E+0000 
 1.08960000000000E+0000  4.64628893147243E+0003  1.99556096341021E+0003  5.78853411979419E+0003  5.85931408533300E+0003  0.00000000000000E+0000 
 1.11230000000000E+0000  4.62782198366886E+0003  1.95555856189221E+0003  5.79149539102661E+0003  5.85934476424433E+0003  0.00000000000000E+0000 
 1.13500000000000E+0000  4.59651603174100E+0003  1.92081056336400E+0003  5.79400390339789E+0003  5.85936864912511E+0003  0.00000000000000E+0000 
 1.15770000000000E+0000  4.58885531151545E+0003  1.89009597632602E+0003  5.79617839535965E+0003  5.85938764429410E+0003  0.00000000000000E+0000 
 1.18040000000000E+0000  4.59152459835570E+0003  1.86252920188379E+0003  5.79809473084083E+0003  5.85940294750859E+0003  0.00000000000000E+0000 
 1.20310000000000E+0000  4.59699560180072E+0003  1.83747215062638E+0003  5.79980469393572E+0003  5.85941536593381E+0003  0.00000000000000E+0000 
 1.22580000000000E+0000  4.60366505186888E+0003  1.81445323539169E+0003  5.80134539595647E+0003  5.85942547181500E+0003  0.00000000000000E+0000 
 1.24850000000000E+0000  4.60973992552509E+0003  1.79311787172007E+0003  5.80274444829026E+0003  5.85943368692613E+0003  0.00000000000000E+0000 
 1.27120000000000E+0000  4.61359248044762E+0003  1.77319355694775E+0003  5.80402301518539E+0003  5.85944033182716E+0003  0.00000000000000E+0000 
 1.29390000000000E+0000  4.61403627669640E+0003  1.75446812404182E+0003  5.80519771764854E+0003  5.85944565627448E+0003  0.00000000000000E+0000 
 1.31660000000000E+0000  4.59162016608297E+0003  1.73677278682367E+0003  5.80628187478206E+0003  5.85944985887658E+0003  0.00000000000000E+0000 
 1.33930000000000E+0000  4.56300451645944E+0003  1.71997148491948E+0003  5.80728634329558E+0003  5.85945310028843E+0003  0.00000000000000E+0000 
 1.36200000000000E+0000  4.53580690745080E+0003  1.70395318092621E+0003  5.80822010295634E+0003  5.85945551235468E+0003  0.00000000000000E+0000 
 1.38470000000000E+0000  4.50995731215604E+0003  1.68862623270560E+0003  5.80909067567185E+0003  5.85945720461997E+0003  0.00000000000000E+0000 
 1.40740000000000E+0000  4.48538534977502E+0003  1.67391424646997E+0003  5.80990443231643E+0003  5.85945826907426E+0003  0.00000000000000E+0000 
 1.43010000000000E+0000  4.46201957347744E+0003  1.65975297130672E+0003  5.81066682182542E+0003  5.85945878368320E+0003  0.00000000000000E+0000 
 1.45280000000000E+0000  4.43978711007943E+0003  1.64608793911913E+0003  5.81138254523090E+0003  5.85945881506231E+0003  0.00000000000000E+0000 
 1.47550000000000E+0000  4.41861354551718E+0003  1.63287264682165E+0003  5.81205568991299E+0003  5.85945842053511E+0003  0.00000000000000E+0000 
 1.49820000000000E+0000  4.39842297880969E+0003  1.62006713892680E+0003  5.81268983458914E+0003  5.85945764973995E+0003  0.00000000000000E+0000 
 1.52090000000000E+0000  4.37913819554727E+0003  1.60763691465133E+0003  5.81328813243668E+0003  5.85945654590053E+0003  0.00000000000000E+0000 
 1.54360000000000E+0000  4.36423002574914E+0003  1.59555196312657E+0003  5.81385337763977E+0003  5.85945514684228E+0003  0.00000000000000E+0000 
 1.56630000000000E+0000  4.35185803787054E+0003  1.58378610056764E+0003  5.81438805920822E+0003  5.85945348581382E+0003  0.00000000000000E+0000 
 1.58900000000000E+0000  4.33837778897289E+0003  1.57231640891030E+0003  5.81489440490675E+0003  5.85945159215743E+0003  0.00000000000000E+0000 
 1.61170000000000E+0000  4.32364999158593E+0003  1.56112273649142E+0003  5.81537441741746E+0003  5.85944949186083E+0003  0.00000000000000E+0000 
 1.63440000000000E+0000  4.30752582222731E+0003  1.55018730638387E+0003  5.81582990434180E+0003  5.85944720801506E+0003  0.00000000000000E+0000 
 1.65710000000000E+0000  4.28984176842960E+0003  1.53949439134219E+0003  5.81626250327200E+0003  5.85944476119713E+0003  0.00000000000000E+0000 
 1.67980000000000E+0000  4.27041242830470E+0003  1.52903004226566E+0003  5.81667370288264E+0003  5.85944216979207E+0003  0.00000000000000E+0000 
 1.70250000000000E+0000  4.24901989049631E+0003  1.51878185998066E+0003  5.81706486078500E+0003  5.85943945026546E+0003  0.00000000000000E+0000 
 1.72520000000000E+0000  4.22539705244360E+0003  1.50873880233293E+0003  5.81743721872883E+0003  5.85943661739561E+0003  0.00000000000000E+0000 
 1.74790000000000E+0000  4.19027522935794E+0003  1.49889102024988E+0003  5.81779191561607E+0003  5.85943368447225E+0003  0.00000000000000E+0000 
 1.77060000000000E+0000  4.16973743426651E+0003  1.48922971771792E+0003  5.81812999869821E+0003  5.85943066346744E+0003  0.00000000000000E+0000 
 1.79330000000000E+0000  4.14812258379872E+0003  1.47974703161607E+0003  5.81845243325688E+0003  5.85942756518332E+0003  0.00000000000000E+0000 
 1.81600000000000E+0000  4.12490019616536E+0003  1.47043592812601E+0003  5.81876011101081E+0003  5.85942439938030E+0003  0.00000000000000E+0000 
 1.83870000000000E+0000  4.09873750084757E+0003  1.46129011305196E+0003  5.81905385744767E+0003  5.85942117488879E+0003  0.00000000000000E+0000 
 1.86140000000000E+0000  4.06060924337110E+0003  1.45230395386946E+0003  5.81933443824400E+0003  5.85941789970683E+0003  0.00000000000000E+0000 
 1.88410000000000E+0000  4.03894882009316E+0003  1.44347241170993E+0003  5.81960256490794E+0003  5.85941458108589E+0003  0.00000000000000E+0000 
 1.90680000000000E+0000  4.00710906855748E+0003  1.42735468735658E+0003  5.81985889975655E+0003  5.85941122560632E+0003  0.00000000000000E+0000 
 1.92950000000000E+0000  3.99191470041238E+0003  1.41876102270141E+0003  5.82010406032141E+0003  5.85940783924404E+0003  0.00000000000000E+0000 
 1.95220000000000E+0000  3.97677000521651E+0003  1.41036341443855E+0003  5.82033862326052E+0003  5.85940442742954E+0003  0.00000000000000E+0000 
 1.97490000000000E+0000  3.96167451632665E+0003  1.40215676471947E+0003  5.82056312784278E+0003  5.85940099510033E+0003  0.00000000000000E+0000 
 1.99760000000000E+0000  3.94662847322217E+0003  1.39413642761025E+0003  5.82077807906070E+0003  5.85939754674764E+0003  0.00000000000000E+0000 
 2.02030000000000E+0000  3.93163270183890E+0003  1.38629816873774E+0003  5.82098395041882E+0003  5.85939408645802E+0003  0.00000000000000E+0000 
 2.04300000000000E+0000  3.91668851069163E+0003  1.37863812931942E+0003  5.82118118643839E+0003  5.85939061795062E+0003  0.00000000000000E+0000 
 2.06570000000000E+0000  3.90179760153326E+0003  1.37115279401920E+0003  5.82137020491278E+0003  5.85938714461058E+0003  0.00000000000000E+0000 
 2.08840000000000E+0000  3.88696199308242E+0003  1.36383896215247E+0003  5.82155139894351E+0003  5.85938366951902E+0003  0.00000000000000E+0000 
 2.11110000000000E+0000  3.87218395630549E+0003  1.35669372183129E+0003  5.82172513878247E+0003  5.85938019547998E+0003  0.00000000000000E+0000 
 2.13380000000000E+0000  3.85746595979129E+0003  1.34971442669775E+0003  5.82189177350248E+0003  5.85937672504477E+0003  0.00000000000000E+0000 
 2.15650000000000E+0000  3.84281062386264E+0003  1.34289867494154E+0003  5.82205163251552E+0003  5.85937326053392E+0003  0.00000000000000E+0000 
 2.17920000000000E+0000  3.82822068219833E+0003  1.33624429033848E+0003  5.82220502695522E+0003  5.85936980405701E+0003  0.00000000000000E+0000 
 2.20190000000000E+0000  3.81369894987648E+0003  1.32974930508162E+0003  5.82235225093842E+0003  5.85936635753066E+0003  0.00000000000000E+0000 
 2.22460000000000E+0000  3.79924829688408E+0003  1.32341194420570E+0003  5.82249358271831E+0003  5.85936292269486E+0003  0.00000000000000E+0000 
 2.24730000000000E+0000  3.78487162626277E+0003  1.31723061143131E+0003  5.82262928574064E+0003  5.85935950112771E+0003  0.00000000000000E+0000 
 2.27000000000000E+0000  3.77057185617517E+0003  1.31120387627670E+0003  5.82275960961259E+0003  5.85935609425899E+0003  0.00000000000000E+0000 
